,name,price,address,lease_type,house_type,lease_start_year,district_code,near_stat,near_stat_mins,bdrm,bath,sqm,sqft
466,Studio House on Marshall Road,2850.0, Marshall Rd ,Unknown,Terraced_House,0,15,,-1,,1,18.58,200
467,3 Bed Condo in Allsworth Park,7500.0,369 Holland Rd ,Lease_99,HDB,1985,10,,-1,3,3,182.09,1960
468,2 Bed HDB in 637 Ang Mo Kio Avenue 6,3000.0,None,Lease_99,HDB,1980,0,Yio Chu Kang,4,2,2,82.03,883
469,2 Bed HDB in 344 Ang Mo Kio Avenue 3,2900.0,None,Lease_99,HDB,1978,0,Ang Mo Kio,3,2,2,98.01,1055
470,5 Room HDB in 77 Bedok North Road,3000.0,None,Unknown,HDB,1986,0,,-1,3,2,121.98,1313
471,4 Bed Condo in Nassim Ville,13800.0,11 Nassim Rd ,Freehold,Unknown,0,10,,-1,4,4,204.39,2200
472,2 Bed Condo in High Park Residences,3500.0,29 Fernvale Rd ,Lease_99,Unknown,0,28,Thanggam,2,2,2,61.97,667
473,2 Bed Condo in Hilltops,6900.0,101 Cairnhill Circle ,Freehold,Condominium,2011,9,,-1,2,1,74.97,807
474,2 Bed Condo in Scotts Square,7500.0,6 Scotts Rd ,Freehold,HDB,2010,9,Orchard,2,2,2,87.98,947
475,1 Bed Condo in Hilltops,6900.0,101 Cairnhill Circle ,Freehold,Condominium,2011,9,,-1,1,1,74.97,807
476,4 Room HDB in 657B Jurong West Street 65,3200.0,None,Unknown,HDB,2001,0,Pioneer,6,3,2,90.95,979
477,5 Room HDB in 510 Woodlands Drive 14,3800.0,None,Lease_99,HDB,1999,0,,-1,4,2,124.95,1345
478,2 Bed Condo in Whistler Grand,3788.0,107 West Coast Vale ,Lease_99,Condominium,2022,5,,-1,2,1,57.04,614
479,4 Bed Condo in Ardmore Park,18800.0,9 Ardmore Pk ,Freehold,Condominium,2001,10,,-1,4,5,268.03,2885
480,1 Bed Condo in One North Residences,4200.0,9 One-North Gateway ,Lease_99,HDB,2009,5,One-North,5,1,1,,958
481,3 Bed Condo in Caribbean At Keppel Bay,6900.0,46 Keppel Bay Dr ,Lease_99,Condominium,2004,4,,-1,3,2,113.99,1227
482,3 Bed Condo in Caribbean At Keppel Bay,6900.0,46 Keppel Bay Dr ,Lease_99,Condominium,2004,4,,-1,3,2,113.99,1227
483,1 Bed Condo in Double Bay Residences,2000.0,17 Simei St 4 ,Lease_99,Unknown,0,18,Simei,6,1,1,27.87,300
484,3 Bed Condo in Marina One Residences,9000.0,21 Marina Way ,Lease_99,Unknown,0,1,Marina Bay,2,3,3,142.05,1529
485,5 Bed House on Greenwood Mews,11000.0, Greenwood Ave ,Unknown,Cluster_House,2016,11,,-1,5,5,293.02,3154
486,1 Bed Condo in Pastoral View,3300.0,7 Bassein Rd ,Freehold,Unknown,0,11,Novena,7,1,1,57.04,614
487,7 Bed House on Woodgrove Estate,12500.0, Woodlands St 41 ,Lease_99,Good_Class_Bungalow,2000,25,,-1,7,8,611.02,6577
488,3 Bed Condo in The Scotts Tower,16300.0,38 Scotts Rd ,Unknown,Unknown,0,9,Newton,5,3,2,278.99,3003
489,4 Bed House on Lentor Loop,6300.0, Lentor Loop ,Unknown,Terraced_House,0,26,,-1,4,6,269.98,2906
490,4 Bed Condo in Orchard Scotts Residences,15300.0,5 Anthony Rd ,Unknown,Condominium,0,9,Newton,4,4,3,,3100
491,4 Room HDB in 651A Jurong West Street 61,3300.0,None,Unknown,HDB,2002,0,Pioneer,1,3,2,89.93,968
492,2 Bed Condo in Parc Oasis,4000.0,35 Jurong East Ave 1 ,Lease_99,Condominium,1995,22,Chinese Garden,2,2,3,99.96,1076
493,1 Bed Condo in King Albert Lodge,2499.0,1 King Albert Pk ,Freehold,Condominium,1997,21,King Albert Park,5,1,1,69.68,750
494,3 Bed Condo in Scotts 28,10800.0,28 Scotts Rd ,Freehold,Condominium,1998,9,Newton,6,3,4,201.97,2174
495,Studio Condo in Meridian 38,2500.0,38 Lor M Telok Kurau ,Freehold,Condominium,2015,15,,-1,,1,23.23,250
496,1 Bed Condo in The Cornwall,3500.0,2A Cornwall Gdns ,Freehold,Unknown,0,10,Holland Village,6,1,1,70.98,764
497,3 Bed Condo in The Centris,5800.0,83 Jurong West Ctrl 3 ,Lease_99,HDB,2009,22,Boon Lay,1,3,2,176.89,1904
498,1 Bed Condo in The Seawind,3500.0,70 Lor M Telok Kurau ,Freehold,Condominium,2015,15,,-1,1,1,60.02,646
499,3 Room HDB in 320 Ang Mo Kio Avenue 1,3000.0,None,Lease_99,HDB,1977,0,,-1,2,2,73.02,786
500,1 Bed Condo in Waterbank At Dakota,3600.0,80 Dakota Cres ,Lease_99,Unknown,0,14,Dakota,2,1,1,57.97,624
501,4 Bed House on Marlene Avenue,10000.0, Marlene Ave ,Unknown,Unknown,0,19,,-1,4,3,232.26,2500
502,4 Bed Condo in Hana,30000.0,8 Tomlinson Rd ,Lease_99,HDB,2013,10,,-1,4,6,329.99,3552
503,1 Bed Condo in The Foresta @ Mount Faber,3200.0,108 Wishart Rd ,Freehold,Unknown,0,4,Telok Blangah,6,1,1,54.26,584
504,4 Bed Condo in Viva,10500.0,2 Suffolk Walk ,Freehold,Condominium,2013,11,Novena,6,4,4,170.94,1840
505,2 Bed Condo in Hillview Green,3300.0,61 Hume Ave ,Lease_99,Unknown,0,21,,-1,2,2,91.04,980
506,Studio Condo in Coliwoo Balestier 320,2650.0,320 Balestier Rd ,Unknown,Unknown,0,12,,-1,,1,24.15,260
507,4 Room HDB in 116 Bukit Batok West Avenue 6,3000.0,None,Lease_99,HDB,1984,0,Bukit Batok,4,3,2,102.94,1108
508,2 Bed Condo in UE Square,4700.0,205 River Valley Rd ,Unknown,Condominium,1997,9,,-1,2,2,111.02,1195
509,2 Bed Condo in The Navian,3600.0,178 Jln Eunos ,Freehold,Condominium,2020,14,,-1,2,2,61.97,667
510,1 Bed Condo in Whistler Grand,3200.0,109 West Coast Vale ,Lease_99,Condominium,2022,5,,-1,1,1,40.97,441
511,5 Room HDB in 368 Corporation Drive,3200.0,None,Unknown,HDB,1997,0,,-1,3,2,,1324
512,1 Bed Condo in Park Colonial,3100.0,8 Woodleigh Lane ,Lease_99,Unknown,0,13,Woodleigh,2,1,1,43.01,463
513,2 Bed Condo in Bedok Residences,4200.0,16 Bedok Nth Dr ,Lease_99,Unknown,0,16,Bedok,1,2,2,78.97,850
514,6 Bed House on Woodgrove Estate,12500.0, Woodlands St 41 ,Lease_99,Good_Class_Bungalow,2000,25,,-1,6,8,611.02,6577
515,8 Bed House on Beechwood Grove,16800.0, Beechwood Grove ,Unknown,Good_Class_Bungalow,0,25,,-1,8,9,760.23,8183
516,1 Bed Condo in Pastoral View,3300.0,7 Bassein Rd ,Freehold,Unknown,0,11,Novena,7,1,1,57.04,614
517,2 Bed Condo in The Scotts Tower,7100.0,38 Scotts Rd ,Unknown,Unknown,0,9,Newton,5,2,2,83.98,904
518,3 Bed House on Chancery Grove,6600.0, Chancery Lane ,Freehold,Cluster_House,1996,11,,-1,3,3,209.03,2250
519,1 Bed Condo in The Clift,5000.0,21 Mccallum St ,Lease_99,Condominium,2011,1,Telok Ayer,4,1,1,74.04,797
520,5 Room HDB in 241 Compassvale Walk,3700.0,None,Lease_99,HDB,1999,0,Sengkang,4,3,2,115.94,1248
521,2 Bed Condo in Carabelle,3500.0,53 West Coast Way ,Unknown,Unknown,0,5,,-1,2,2,82.03,883
522,2 Bed Condo in Trilive,3100.0,115 Tampines Rd ,Freehold,Condominium,2018,19,,-1,2,2,57.04,614
523,3 Bed Condo in Terrasse,4200.0,21 Terrasse Lane ,Lease_99,Condominium,2015,19,,-1,3,3,102.75,1106
524,4 Room HDB in 354 Kang Ching Road,3500.0,None,Unknown,HDB,1997,0,,-1,4,2,120.03,1292
525,2 Bed Condo in Lloyd Sixtyfive,9500.0,65 Lloyd Rd ,Freehold,Unknown,0,9,Somerset,4,2,2,171.87,1850
526,4 Bed House on Shrewsbury Road,5500.0, Shrewsbury Rd ,Unknown,Cluster_House,0,11,,-1,4,3,128.95,1388
527,4 Room HDB in 211 Serangoon Avenue 4,850.0,None,Unknown,HDB,1985,0,,-1,1,1,4.65,50
528,2 Bed Condo in Palm Isles,3000.0,42 Flora Dr ,Lease_99,Unknown,0,17,,-1,2,2,74.69,804
529,2 Bed Condo in One North Residences,5000.0,7 One-North Gateway ,Lease_99,Condominium,2009,5,One-North,5,2,2,91.04,980
530,4 Bed House on East Sussex Lane,18000.0, East Sussex Lane ,Unknown,Good_Class_Bungalow,0,10,,-1,4,5,418.06,4500
531,1 Bed HDB in 125 Hougang Avenue 1,850.0,None,Lease_99,HDB,1981,0,,-1,1,,18.58,200
532,Studio Condo in 24 Verdun Road,2700.0,24 Verdun Rd ,Freehold,Unknown,0,8,,-1,,1,32.52,350
533,3 Room HDB in 292 Tampines Street 22,2500.0,None,Unknown,HDB,1985,0,,-1,2,2,68.28,735
534,2 Bed HDB in 15 Telok Blangah Crescent,3000.0,None,Lease_99,HDB,1975,0,,-1,2,1,66.89,720
535,1 Bed Condo in De Centurion,3500.0,6A Tg Rhu Rd ,Freehold,HDB,2010,15,,-1,1,1,52.95,570
536,3 Bed Condo in Citylights,7000.0,80 Jellicoe Rd ,Lease_99,Condominium,2007,8,Lavender,2,3,3,121.98,1313
537,1 Bed Condo in Tribeca,4500.0,60 Kim Seng Rd ,Freehold,Condominium,2010,9,,-1,1,1,52.95,570
538,3 Bed Condo in The Scotts Tower,16300.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,3,3,278.99,3003
539,3 Bed HDB in 165 Simei Road,3500.0,None,Unknown,HDB,1989,0,,-1,3,2,121.98,1313
540,1 Bed Condo in Altez,4400.0,16 Enggor St ,Lease_99,Condominium,2014,2,Tanjong Pagar,3,1,1,48.96,527
541,4 Bed Condo in Laguna Green,6600.0,20 Jln Hajijah ,Lease_99,Condominium,1998,16,,-1,4,4,,2325
542,1 Bed Condo in The Clift,5000.0,21 Mccallum St ,Lease_99,HDB,2011,1,Telok Ayer,4,1,1,77.02,829
543,3 Bed Condo in Mi Casa,4200.0,315 Choa Chu Kang Ave 3 ,Lease_99,Condominium,2012,23,Choa Chu Kang,6,3,3,120.96,1302
544,2 Bed Condo in The Eden At Tampines,3500.0,21 Tampines St 34 ,Lease_99,Condominium,2003,18,,-1,2,2,94.11,1013
545,2 Bed Condo in RV Residences,4300.0,467 River Valley Rd ,Lease_99,Condominium,2015,10,,-1,2,2,62.99,678
546,2 Bed HDB in 533 Upper Cross Street,3000.0,None,Unknown,HDB,1980,0,Chinatown,3,2,1,60.02,646
547,4 Bed HDB in 523 Woodlands Drive 14,3300.0,None,Lease_99,HDB,2000,0,,-1,4,2,,1367
548,3 Bed HDB in 93 Whampoa Drive,3100.0,None,Lease_99,HDB,1974,0,,-1,3,1,55.74,600
549,2 Bed HDB in 325 Woodlands Street 32,2800.0,None,Lease_99,HDB,1995,0,,-1,2,2,60.39,650
550,2 Bed HDB in 66 Kallang Bahru,3000.0,None,Lease_99,HDB,1974,0,,-1,2,1,52.03,560
551,2 Bed Condo in Avalon,4500.0,23 Anderson Rd ,Freehold,Condominium,2000,10,,-1,2,3,111.48,1200
552,1 Bed Condo in Sims Urban Oasis,3000.0,12 Sims Dr ,Lease_99,Condominium,2020,14,Aljunied,5,1,1,43.01,463
553,1 Bed Condo in The Lakeshore,1600.0,33 Jurong West St 41 ,Lease_99,Condominium,2008,22,Lakeside,4,1,1,18.58,200
554,2 Bed Condo in J Gateway,3300.0,2 Gateway Dr ,Lease_99,Condominium,2017,22,Jurong East,2,2,1,48.03,517
555,3 Room HDB in 399 Yishun Avenue 6,2450.0,None,Unknown,HDB,1989,0,,-1,2,2,72.46,780
556,4 Bed Condo in Silversea,17600.0,52 Marine Parade Rd ,Lease_99,Condominium,2014,15,,-1,4,4,460.98,4962
557,Studio Condo in North Park Residences,2672.0,37 Yishun Ctrl 1 ,Lease_99,Condominium,2020,27,Yishun,3,,1,50.73,546
558,4 Bed Condo in Laguna Green,6600.0,20 Jln Hajijah ,Lease_99,Condominium,1998,16,,-1,4,4,,2325
559,3 Bed Condo in Chestervale,3800.0,37 Bangkit Rd ,Lease_99,Condominium,1999,23,Bangkit,3,3,3,130.99,1410
560,3 Room HDB in 86 Dawson Road,4000.0,None,Lease_99,HDB,2016,0,Queenstown,6,3,2,82.96,893
561,4 Bed Condo in Grande Vista,4500.0,2 Cactus Dr ,Lease_99,Unknown,0,28,,-1,4,3,188.04,2024
562,2 Bed Condo in Flamingo Valley,4400.0,464 Siglap Rd ,Freehold,Condominium,2014,15,,-1,2,2,78.04,840
563,2 Bed Condo in Flamingo Valley,4000.0,478 Siglap Rd ,Freehold,Condominium,2014,15,,-1,2,1,74.32,800
564,1 Bed Condo in The Clift,5000.0,21 Mccallum St ,Lease_99,Condominium,2011,1,Telok Ayer,4,1,1,74.04,797
565,2 Bed Condo in Lloyd Sixtyfive,9500.0,65 Lloyd Rd ,Freehold,Condominium,2017,9,Somerset,4,2,2,167.97,1808
566,2 Bed Condo in The Peak @ Cairnhill II,5200.0,61 Cairnhill Circle ,Freehold,Condominium,2015,9,Newton,6,2,2,77.02,829
567,4 Bed House on Comfort Garden,8000.0, Hong San Walk ,Freehold,Terraced_House,1977,23,South View,4,4,3,232.26,2500
568,4 Room HDB in 469B Admiralty Drive,1000.0,None,Lease_99,HDB,2001,0,,-1,1,1,9.29,100
569,4 Bed Condo in 72 Grange,18000.0,72 Grange Rd ,Freehold,Condominium,1995,10,,-1,4,4,,3875
570,3 Bed Condo in Royalgreen,6200.0,2 Anamalai Ave ,Freehold,Condominium,2022,10,,-1,3,3,99.96,1076
571,2 Bed Condo in Dakota Residences,4799.0,34 Dakota Cres ,Lease_99,Condominium,2010,14,Dakota,3,2,2,95.04,1023
572,3 Bed Condo in Reflections At Keppel Bay,9000.0,1 Keppel Bay View ,Lease_99,Unknown,0,4,Telok Blangah,6,3,3,,1733
573,3 Room HDB in 1 Everton Park,2900.0,None,Lease_99,HDB,1980,0,Outram Park,6,2,2,72.37,779
574,3 Bed Condo in The Scotts Tower,8200.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,3,,129.04,1389
575,6 Bed House on Sentosa Cove,27000.0, Treasure Island ,Unknown,Good_Class_Bungalow,2010,4,,-1,6,6,207.74,13000
576,4 Bed Condo in Ardmore Residence,28000.0,7 Ardmore Pk ,Freehold,Condominium,2013,10,,-1,4,4,295.99,3186
577,8 Bed House on Beechwood Grove,16800.0, Beechwood Grove ,Unknown,Good_Class_Bungalow,0,25,,-1,8,9,760.23,8183
578,5 Bed House on Belmont Road,35000.0, Belmont Rd ,Unknown,Good_Class_Bungalow,0,10,,-1,5,5,668.9,7200
579,5 Bed House on Lornie Road,22000.0, Lornie Rd ,Unknown,Good_Class_Bungalow,0,11,,-1,5,6,854.71,9200
580,4 Bed House on Villa Madeleine,16000.0, Oxley Rd ,Freehold,Townhouse,-1,9,Somerset,4,4,4,399.67,4302
581,3 Bed Condo in Marina Bay Residences,16000.0,18 Marina Boulevard ,Lease_99,Condominium,2010,1,Downtown,4,3,2,219.99,2368
582,4 Bed Condo in Alba,12600.0,8 Cairnhill Rise ,Freehold,Condominium,2015,9,,-1,4,3,213.96,2303
583,1 Bed Condo in The Club Residences,9000.0,1 The Knolls ,Unknown,Unknown,0,4,,-1,1,1,108.88,1172
584,4 Bed Condo in Hana,24000.0,8 Tomlinson Rd ,Lease_99,Condominium,2013,10,,-1,4,,328.04,3531
585,3 Bed Condo in The Colonnade,14800.0,82 Grange Rd ,Freehold,Condominium,1986,10,,-1,3,3,267.84,2883
586,3 Bed Condo in The Colonnade,14400.0,82 Grange Rd ,Freehold,Condominium,1986,10,,-1,3,3,336.03,3617
587,4 Bed House on Villa Madeleine,13500.0, Oxley Rd ,Freehold,Townhouse,-1,9,Somerset,4,4,,399.67,4302
588,2 Bed Condo in Lloyd Sixtyfive,9000.0,65 Lloyd Rd ,Freehold,Unknown,0,9,Somerset,4,2,2,167.97,1808
589,5 Bed House on Toh Estate,12500.0, Toh Ave ,Freehold,Unknown,2013,17,,-1,5,6,325.16,3500
590,3 Bed House on Chancery Grove,7100.0, Chancery Lane ,Freehold,Townhouse,1996,11,,-1,3,3,202.99,2185
591,4 Bed Condo in The Club Residences,32000.0,1 The Knolls ,Lease_99,Condominium,999,4,,-1,4,3,391.03,4209
592,2 Bed Condo in The Clift,6400.0,21 Mccallum St ,Lease_99,Condominium,2011,1,Telok Ayer,4,2,,99.96,1076
593,Studio House on Watten Estate,3100.0, Watten Dr ,Freehold,Terraced_House,-1,11,Tan Kah Kee,4,,,46.45,500
594,2 Bed Condo in Tiong Bahru Estate,4500.0,78 Guan Chuan St ,Lease_99,HDB,99,3,,-1,2,1,75.99,818
595,2 Bed Condo in Nova 88,3800.0,8 Bhamo Rd ,Freehold,HDB,2012,12,,-1,2,2,57.97,624
596,2 Bed HDB in 8 Holland Avenue,2800.0,None,Lease_99,HDB,1974,0,,-1,2,2,65.03,700
597,Studio Condo in JJH Residences,2500.0,2A Wolskel Rd ,Freehold,Condominium,1984,13,Serangoon,5,,1,37.16,400
598,3 Bed Condo in Viva,7500.0,2 Suffolk Walk ,Freehold,Condominium,2013,11,Novena,6,3,3,124.95,1345
599,Exec HDB in 267 Pasir Ris Street 21,3600.0,None,Lease_99,HDB,1994,0,,-1,3,2,143.91,1549
600,1 Bed HDB in 821 Woodlands Street 82,850.0,None,Lease_99,HDB,1995,0,,-1,1,1,13.94,150
601,3 Bed Condo in D'nest,4400.0,139 Pasir Ris Grove ,Lease_99,Condominium,2017,18,,-1,3,2,87.98,947
602,2 Bed Condo in Watertown,3300.0,71 Punggol Ctrl ,Lease_99,Condominium,2017,19,Punggol,2,2,1,53.98,581
603,3 Bed Condo in Amaranda Gardens,4800.0,118 Serangoon Ave 3 ,Freehold,Condominium,2004,19,Lorong Chuan,6,3,2,108.05,1163
604,2 Bed Condo in The Lakefront Residences,4500.0,48 Lakeside Dr ,Lease_99,Unknown,0,22,Lakeside,2,2,2,107.02,1152
605,2 Bed Condo in Marina One Residences,5600.0,23 Marina Way ,Lease_99,Condominium,2018,1,Marina Bay,2,2,1,,775
606,2 Bed Condo in 8 @ Woodleigh,4500.0,6 Woodleigh Cl ,Lease_99,Condominium,2012,13,Woodleigh,5,2,2,79.99,861
607,4 Bed Condo in J Gateway,6500.0,2 Gateway Dr ,Lease_99,Condominium,2017,22,Jurong East,2,4,3,112.04,1206
608,3 Bed Condo in The Colonnade,18100.0,82 Grange Rd ,Freehold,Condominium,1986,10,,-1,3,4,335.94,3616
609,2 Bed HDB in 24 New Upper Changi Road,3000.0,None,Unknown,HDB,1978,0,Bedok,5,2,2,72.93,785
610,4 Bed Condo in Lake Grande,6200.0,10 Jurong Lake Link ,Lease_99,Condominium,2020,22,Lakeside,5,4,3,108.98,1173
611,2 Bed Condo in Whistler Grand,4150.0,107 West Coast Vale ,Lease_99,Condominium,2022,5,,-1,2,1,56.02,603
612,1 Bed Condo in The Sail @ Marina Bay,4800.0,2 Marina Boulevard ,Lease_99,Unknown,0,1,Downtown,3,1,1,61.97,667
613,4 Bed Condo in Silversea,17600.0,50 Marine Parade Rd ,Lease_99,Condominium,2014,15,,-1,4,6,460.98,4962
614,5 Room HDB in 139 Pasir Ris Street 11,3100.0,None,Lease_99,HDB,1994,0,,-1,4,2,125.98,1356
615,5 Bed Condo in Marina Collection,23499.0,13 Cove Dr ,Lease_99,Condominium,2011,4,,-1,5,4,352.01,3789
616,4 Bed Condo in The Waterside,12000.0,1 Tg Rhu Rd ,Freehold,Condominium,1993,15,,-1,4,4,223.99,2411
617,2 Bed Condo in The Hillford,3500.0,178 Jln Jurong Kechil ,Unknown,Condominium,2017,21,,-1,2,1,47.01,506
618,3 Bed Condo in Alessandrea,6200.0,31 Alexandra Rd ,Freehold,HDB,2004,3,,-1,3,2,189.06,2035
619,2 Bed Condo in Gilstead Two,5200.0,2 Gilstead Rd ,Freehold,HDB,2014,11,Newton,3,2,2,83.98,904
620,3 Room HDB in 449 Ang Mo Kio Avenue 10,2400.0,None,Lease_99,HDB,1979,0,,-1,2,2,66.98,721
621,1 Bed Condo in Citylights,4000.0,86 Jellicoe Rd ,Lease_99,Condominium,2007,8,Lavender,2,1,1,,732
622,3 Bed HDB in 83 Macpherson Lane,2800.0,None,Lease_99,HDB,1968,0,,-1,3,2,69.68,750
623,3 Bed HDB in 717 Tampines Street 72,3300.0,None,Lease_99,HDB,1997,0,,-1,3,2,99.96,1076
624,4 Bed House on Lentor Loop,6300.0, Lentor Loop ,Unknown,Terraced_House,0,26,,-1,4,6,269.98,2906
625,3 Bed Condo in Spring Grove,8800.0,53 Grange Rd ,Lease_99,Condominium,1996,10,,-1,3,3,129.04,1389
626,3 Bed Condo in Reflections At Keppel Bay,9000.0,1 Keppel Bay View ,Lease_99,Condominium,2011,4,Telok Blangah,6,3,3,,1733
627,3 Bed Condo in The Scotts Tower,16300.0,38 Scotts Rd ,Unknown,Unknown,0,9,Newton,5,3,2,278.99,3003
628,2 Bed Condo in Eight Riversuites,3599.0,10 Whampoa East ,Lease_99,Condominium,2016,12,Boon Keng,4,2,2,64.94,699
629,3 Room HDB in 537 Bedok North Street 3,3000.0,None,Unknown,HDB,1980,0,,-1,2,1,65.03,700
630,3 Bed HDB in 249 Bishan Street 22,3500.0,None,Unknown,HDB,1992,0,,-1,3,2,104.98,1130
631,4 Bed Condo in Orchard Scotts,15300.0,7 Anthony Rd ,Lease_99,Condominium,2007,9,Newton,4,4,5,,3100
632,1 Bed Condo in Laurel Tree,2900.0,42 Hillview Terrace ,Freehold,Condominium,2016,23,,-1,1,1,43.01,463
633,3 Bed Condo in Echelon,6600.0,9 Alexandra View ,Lease_99,Condominium,2016,3,Redhill,2,3,3,121.98,1313
634,3 Bed House on Gerald Mugliston Estate,70000.0, Jln Kechubong ,Lease_99,Good_Class_Bungalow,999,28,,-1,3,2,371.61,4000
635,2 Bed Condo in High Park Residences,2900.0,21 Fernvale Rd ,Lease_99,HDB,2019,28,Thanggam,2,2,2,81.01,872
636,4 Bed Condo in Nassim Jade,18800.0,3 Nassim Rd ,Freehold,Unknown,0,10,,-1,4,3,306.58,3300
637,4 Bed Condo in Regency Park,18880.0,11 Nathan Rd ,Freehold,Unknown,0,10,,-1,4,3,339.1,3650
638,5 Bed House on Greenwood Mews,10000.0, Greenwood Ave ,Unknown,Cluster_House,2016,11,,-1,5,4,294.97,3175
639,1 Bed Condo in Lotus @ Joo Chiat,3667.0,89 Joo Chiat Pl ,Freehold,Condominium,2001,15,,-1,1,1,69.03,743
640,Studio Condo in North Park Residences,2672.0,37 Yishun Ctrl 1 ,Lease_99,Condominium,2020,27,Yishun,3,,1,50.73,546
641,3 Bed Condo in The Shelford,7500.0,1 Shelford Rd ,Freehold,Condominium,2005,11,Tan Kah Kee,6,3,3,134.99,1453
642,3 Bed HDB in 189 Pasir Ris Street 12,3200.0,None,Lease_99,HDB,1993,0,,-1,3,2,125.98,1356
643,4 Bed Condo in Euro-Asia Park,5100.0,25 Woodleigh Cl ,Freehold,Condominium,1996,13,Woodleigh,6,4,2,,1550
644,5 Room HDB in 642A Punggol Drive,3800.0,None,Lease_99,HDB,2005,0,Kadaloor,1,3,2,110.93,1194
645,6 Bed House on Villas Holland,60000.0, Bt Sedap Rd ,Lease_99,Good_Class_Bungalow,2004,10,,-1,6,6,028.99,11076
646,4 Bed Condo in Ardmore Residence,45000.0,7 Ardmore Pk ,Freehold,Unknown,0,10,,-1,4,3,295.99,3186
647,3 Bed Condo in Rivertrees Residences,5000.0,23 Fernvale Cl ,Lease_99,Unknown,0,28,Layar,2,3,4,139.35,1500
648,3 Bed HDB in 240 Compassvale Walk,3700.0,None,Lease_99,HDB,1999,0,Sengkang,4,3,2,115.94,1248
649,Studio Condo in Park Residences Kovan,2500.0,831 Upp Serangoon Rd ,Freehold,Condominium,2014,19,Kovan,6,,1,37.16,400
650,3 Bed House on Serangoon Garden Estate,8500.0, Chartwell Dr ,Unknown,Unknown,0,19,,-1,3,2,185.81,2000
651,3 Bed Condo in Bartley Residences,4500.0,5A Lor How Sun ,Lease_99,Unknown,0,19,Bartley,2,3,2,99.03,1066
652,2 Room HDB in 228 Bukit Batok Central,2300.0,None,Lease_99,HDB,1985,0,Bukit Batok,6,2,2,57.32,617
653,1 Bed Condo in Lotus at Paya Lebar (East Wing),5263.0,11 Paya Lebar Rd ,Freehold,Unknown,0,14,Paya Lebar,4,1,2,76.74,826
654,2 Bed Condo in Lotus at Paya Lebar (East Wing),5463.0,11 Paya Lebar Rd ,Freehold,Condominium,2014,14,Paya Lebar,4,2,2,113.99,1227
655,2 Bed Condo in Lotus at Paya Lebar (East Wing),5106.0,11 Paya Lebar Rd ,Freehold,Unknown,0,14,Paya Lebar,4,2,2,75.99,818
656,2 Bed Condo in Lotus at Paya Lebar (West Wing),6063.0,3 Lor 41 Geylang ,Freehold,Condominium,2014,14,Paya Lebar,4,2,2,,1733
657,1 Bed Condo in Lotus at Paya Lebar (East Wing),3812.0,11 Paya Lebar Rd ,Freehold,Condominium,2014,14,Paya Lebar,4,1,1,39.21,422
658,4 Bed Condo in Lotus at Paya Lebar (West Wing),6177.0,3 Lor 41 Geylang ,Freehold,Unknown,0,14,Paya Lebar,4,4,2,,1324
659,2 Bed Condo in Leonie Suites,5000.0,21 Leonie Hill ,Lease_99,Condominium,2006,9,,-1,2,2,86.96,936
660,5 Room HDB in 510 Woodlands Drive 14,4000.0,None,Lease_99,HDB,1999,0,,-1,3,2,124.95,1345
661,6 Bed Condo in Nassim Jade,18800.0,3 Nassim Rd ,Freehold,Condominium,1997,10,,-1,6,5,306.58,3300
662,3 Bed Exec Condo in Summerdale,4500.0,10 Boon Lay Dr ,Lease_99,Condominium,2000,22,,-1,3,2,198.81,2140
663,4 Bed Condo in Silversea,14000.0,52 Marine Parade Rd ,Lease_99,Condominium,2014,15,,-1,4,4,235.04,2530
664,2 Bed Condo in Eight Riversuites,4000.0,8 Whampoa East ,Lease_99,Condominium,2016,12,Boon Keng,4,2,2,74.97,807
665,4 Room HDB in 346 Kang Ching Road,3000.0,None,Unknown,HDB,1997,0,Lakeside,6,3,2,92.9,1000
666,1 Bed Condo in Siglap V,2800.0,2 First St ,Freehold,Unknown,0,15,,-1,1,1,48.03,517
667,1 Bed Condo in Astoria Park,3800.0,34 Lor Mydin ,Lease_99,Unknown,0,14,Kembangan,1,1,2,,958
668,Studio Condo in North Park Residences,2672.0,37 Yishun Ctrl 1 ,Lease_99,Condominium,2020,27,Yishun,3,,1,50.73,546
669,3 Bed Condo in Reflections At Keppel Bay,8000.0,3 Keppel Bay View ,Lease_99,Condominium,2011,4,Telok Blangah,6,3,3,139.35,1500
670,4 Bed House on Lentor Loop,6300.0, Lentor Loop ,Unknown,Terraced_House,0,26,,-1,4,3,269.98,2906
671,2 Bed Condo in Tiong Bahru Estate,4500.0,78 Guan Chuan St ,Lease_99,HDB,99,3,,-1,2,1,75.99,818
672,1 Bed Condo in Bijou,3850.0,2 Jln Mat Jambol ,Freehold,Condominium,2018,5,Pasir Panjang,1,1,1,56.02,603
673,2 Bed Condo in Lloyd Sixtyfive,9500.0,65 Lloyd Rd ,Freehold,Condominium,2017,9,Somerset,4,2,2,170.01,1830
674,1 Bed Condo in The Scotts Tower,4800.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,1,1,60.02,646
675,1 Bed Condo in The Cape,3700.0,25 Amber Rd ,Freehold,HDB,2014,15,,-1,1,1,52.95,570
