,name,price,address,lease_type,house_type,lease_start_year,district_code,near_stat,near_stat_mins,bdrm,bath,sqm,sqft
2271,1 Bed Condo in Parc Botannia,2600.0,10 Fernvale St ,Lease_99,Condominium,2022,28,Thanggam,1,1,1,40.04,431
2272,5 Room HDB in 615 Elias Road,4500.0,None,Lease_99,HDB,1996,0,,-1,4,2,127.93,1377
2273,4 Bed Condo in The Waterside,9800.0,9 Tg Rhu Rd ,Freehold,Condominium,1993,15,,-1,4,2,190.17,2047
2274,2 Bed Condo in The Sail @ Marina Bay,6200.0,2 Marina Boulevard ,Lease_99,Condominium,2008,1,Downtown,3,2,,86.96,936
2275,3 Bed Condo in Whistler Grand,5800.0,109 West Coast Vale ,Lease_99,Unknown,0,5,,-1,3,2,,958
2276,5 Room HDB in 108C Canberra Walk,800.0,None,Lease_99,HDB,99,0,,-1,3,2,9.94,107
2277,3 Bed Condo in The Estuary,4500.0,95 Yishun Ave 1 ,Lease_99,Unknown,0,27,,-1,3,2,121.98,1313
2278,2 Bed HDB in 20 Balam Road,2800.0,None,Lease_99,HDB,1967,0,,-1,2,1,65.03,700
2279,2 Room HDB in 64 Marine Drive,3500.0,None,Lease_99,HDB,1976,0,,-1,2,1,69.68,750
2280,6 Bed House on Eight @ East Coast,15000.0, East Coast Ave ,Freehold,Terraced_House,2009,15,,-1,6,6,509.94,5489
2281,4 Bed Condo in The Ladyhill,17000.0,1 Lady Hill Rd ,Freehold,Condominium,2003,10,,-1,4,4,357.96,3853
2282,2 Bed Condo in Ventana,6000.0,95 Pasir Panjang Hill ,Freehold,HDB,2003,5,Haw Par Villa,4,2,3,186.92,2012
2283,4 Bed Condo in Lotus at Paya Lebar (West Wing),5960.0,13 Lor 41 Geylang ,Freehold,Unknown,0,14,Paya Lebar,4,4,2,,1324
2284,2 Bed Condo in Lotus at Paya Lebar (West Wing),5360.0,3 Lor 41 Geylang ,Freehold,Condominium,2014,14,Paya Lebar,4,2,2,,1141
2285,3 Bed Condo in Park Colonial,5800.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,3,2,90.95,979
2286,2 Bed Condo in The Sail @ Marina Bay,5000.0,6 Marina Boulevard ,Lease_99,Condominium,2008,1,Downtown,3,2,2,79.99,861
2287,8 Bed House on Bukit Villas,13800.0, Rasok Dr ,Freehold,Good_Class_Bungalow,2009,25,,-1,8,9,548.13,5900
2288,3 Bed Condo in The Berth By The Cove,8000.0,216 Ocean Dr ,Lease_99,Unknown,0,4,,-1,3,3,156.08,1680
2289,1 Bed Condo in Marina One Residences,4800.0,23 Marina Way ,Lease_99,Condominium,2018,1,Marina Bay,2,1,1,69.86,752
2290,2 Room HDB in 146 Jalan Bukit Merah,2600.0,None,Lease_99,HDB,1981,0,,-1,2,2,66.98,721
2291,5 Bed House on Leedon 2,38000.0, Leedon Rd ,Freehold,Good_Class_Bungalow,1997,10,Holland Village,1,5,6,789.68,8500
2292,5 Bed House on Green Hill Estate,18000.0, Chestnut Cres ,Lease_99,Good_Class_Bungalow,2001,23,,-1,5,5,929.03,10000
2293,1 Bed Condo in Le Regal,3500.0,340 Geylang Rd ,Freehold,Unknown,0,14,,-1,1,2,81.01,872
2294,3 Bed Condo in Heritage View,5500.0,6 Dover Rise ,Lease_99,Condominium,2000,5,,-1,3,3,111.02,1195
2295,3 Bed Condo in Regent Grove,4000.0,54 Choa Chu Kang Nth 7 ,Lease_99,Condominium,2000,23,Yew Tee,4,3,3,108.05,1163
2296,1 Bed Condo in Le Regal,3500.0,340 Geylang Rd ,Freehold,Condominium,2015,14,,-1,1,2,81.01,872
2297,4 Bed Condo in Thomson Grand,10500.0,43 Sin Ming Walk ,Lease_99,Unknown,0,20,,-1,4,5,493.97,5317
2298,2 Bed Condo in Park Colonial,4000.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,2,62.99,678
2299,2 Bed Condo in Park Colonial,4000.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,2,62.99,678
2300,3 Bed Condo in The Oceanfront @ Sentosa Cove,10500.0,281 Ocean Dr ,Lease_99,Condominium,2010,4,,-1,3,3,,1776
2301,2 Bed Condo in The Sail @ Marina Bay,7000.0,2 Marina Boulevard ,Lease_99,Condominium,2008,1,Downtown,3,2,2,90.95,979
2302,2 Bed Condo in One Oxley Rise,3600.0,1 Oxley Rise ,Freehold,HDB,2009,9,Somerset,5,2,2,68.1,733
2303,3 Bed Condo in The Colonnade,16200.0,82 Grange Rd ,Freehold,Condominium,1986,10,,-1,3,4,335.94,3616
2304,3 Bed Condo in J Gateway,4800.0,2 Gateway Dr ,Lease_99,Condominium,2017,22,Jurong East,2,3,2,90.02,969
2305,1 Bed Condo in La Fiesta,2880.0,58 Sengkang Square ,Lease_99,Condominium,2016,19,Sengkang,2,1,1,41.99,452
2306,3 Bed Condo in Maplewoods,6500.0,985 Bt Timah Rd ,Freehold,Condominium,1997,21,King Albert Park,2,3,2,139.35,1500
2307,2 Bed Condo in Lloyd Sixtyfive,9500.0,65 Lloyd Rd ,Freehold,Condominium,2017,9,Somerset,4,2,2,167.97,1808
2308,2 Bed Condo in Robertson 100,4800.0,100 Robertson Quay ,Freehold,HDB,2004,9,,-1,2,2,92.9,1000
2309,1 Bed Condo in Marina One Residences,5000.0,21 Marina Way ,Lease_99,Condominium,2018,1,Marina Bay,2,1,1,69.86,752
2310,1 Bed Condo in La Fiesta,2880.0,68 Sengkang Square ,Lease_99,Unknown,0,19,Sengkang,2,1,1,41.99,452
2311,6 Bed House on East Coast Avenue,15000.0, East Coast Ave ,Unknown,Good_Class_Bungalow,0,15,,-1,6,6,509.94,5489
2312,2 Bed Condo in 8 @ Woodleigh,3800.0,6 Woodleigh Cl ,Lease_99,Condominium,2012,13,Woodleigh,5,2,2,79.99,861
2313,Studio Condo in Soleil @ Sinaran,4000.0,2 Sinaran Dr ,Lease_99,Condominium,2011,11,Novena,2,,1,53.98,581
2314,2 Bed Condo in Gilstead Two,5000.0,2 Gilstead Rd ,Freehold,HDB,2014,11,Newton,3,2,2,83.98,904
2315,5 Bed Condo in Nassim Jade,18800.0,3 Nassim Rd ,Freehold,Condominium,1997,10,,-1,5,5,306.58,3300
2316,3 Bed Condo in Park Colonial,5800.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,3,2,90.95,979
2317,4 Bed Condo in Alba,12500.0,8 Cairnhill Rise ,Freehold,Condominium,2015,9,,-1,4,4,176.98,1905
2318,4 Bed Condo in Marina Bay Residences,60000.0,18 Marina Boulevard ,Lease_99,Condominium,2010,1,Downtown,4,4,4,369.1,3973
2319,2 Bed Condo in The Crest,5300.0,115 Prince Charles Cres ,Lease_99,Condominium,2018,3,Redhill,6,2,2,83.98,904
2320,3 Bed Condo in The Claymore,16000.0,25 Claymore Rd ,Freehold,Unknown,0,9,Orchard,6,3,3,248.98,2680
2321,3 Bed HDB in 335B Smith Street,4300.0,None,Unknown,HDB,1984,0,Chinatown,3,3,2,82.03,883
2322,5 Bed House on Sembawang Square Estate,5200.0, Sembawang Rd ,Freehold,Unknown,1997,27,,-1,5,3,260.13,2800
2323,1 Bed House on Duchess Place,1499.0, Duchess Pl ,Lease_99,Unknown,1989,10,,-1,1,1,23.23,250
2324,5 Bed House on Upper Wilkie Road,55000.0, Upp Wilkie Rd ,Unknown,Good_Class_Bungalow,0,9,,-1,5,6,114.84,12000
2325,3 Bed Condo in Ria Apartments,5500.0,1 Jln Pasir Ria ,Freehold,Condominium,2013,5,Pasir Panjang,1,3,2,94.02,1012
2326,4 Bed Condo in Botanika,14000.0,50 Holland Rd ,Freehold,HDB,2009,10,,-1,4,5,306.58,3300
2327,3 Bed HDB in 578 Hougang Avenue 4,3500.0,None,Lease_99,HDB,1997,0,,-1,3,2,,1507
2328,5 Bed House on United Mansions,8800.0, East Coast Rd ,Freehold,Terraced_House,1968,15,,-1,5,5,276.94,2981
2329,3 Bed Condo in Whistler Grand,5800.0,109 West Coast Vale ,Lease_99,Condominium,2022,5,,-1,3,2,,958
2330,2 Bed Condo in Lloyd Sixtyfive,9500.0,65 Lloyd Rd ,Freehold,Condominium,2017,9,Somerset,4,2,2,167.97,1808
2331,6 Bed House on Toh Estate,14500.0, Toh Hts ,Freehold,Good_Class_Bungalow,2013,17,,-1,6,6,712.57,7670
2332,3 Bed HDB in 687 Hougang Street 61,4000.0,None,Lease_99,HDB,1986,0,,-1,3,2,102.94,1108
2333,1 Bed Condo in Marina Bay Residences,5500.0,18 Marina Boulevard ,Lease_99,Condominium,2010,1,Downtown,4,1,1,65.96,710
2334,3 Bed HDB in 237 Serangoon Avenue 3,3500.0,None,Unknown,HDB,1985,0,,-1,3,2,83.98,904
2335,1 Bed Condo in The Clift,5000.0,21 Mccallum St ,Lease_99,HDB,2011,1,Telok Ayer,4,1,1,74.04,797
2336,1 Bed Condo in The Cape,3700.0,25 Amber Rd ,Freehold,HDB,2014,15,,-1,1,1,52.95,570
2337,1 Bed Condo in The Seawind,3500.0,76 Lor M Telok Kurau ,Freehold,Condominium,2015,15,,-1,1,1,60.02,646
2338,2 Bed HDB in 479 Jurong West Street 41,2800.0,None,Lease_99,HDB,1984,0,,-1,2,2,72.46,780
2339,1 Bed Condo in The Suites @ Central,5000.0,57A Devonshire Rd ,Freehold,Condominium,2009,9,Somerset,3,1,1,61.04,657
2340,1 Bed Condo in Viz At Holland,3500.0,221 Queensway ,Freehold,Condominium,2008,10,,-1,1,1,45.99,495
2341,2 Bed Condo in Starlight Suites,4400.0,11 River Valley Cl ,Freehold,Condominium,2015,9,Somerset,10,2,1,,775
2342,1 Bed Condo in Jupiter 18,2400.0,18 Lor 102 Changi ,Freehold,Condominium,2013,15,,-1,1,1,40.97,441
2343,2 Bed HDB in 904 Jurong West Street 91,2700.0,None,Unknown,HDB,1988,0,,-1,2,2,73.95,796
2344,5 Room HDB in 356B Admiralty Drive,3200.0,None,Lease_99,HDB,2001,0,Sembawang,4,4,2,,1184
2345,2 Bed Condo in Lotus at Paya Lebar (West Wing),5107.0,17 Lor 41 Geylang ,Freehold,Unknown,0,14,Paya Lebar,4,2,2,75.99,818
2346,3 Bed Condo in Daisy Suites,3900.0,35 Daisy Rd ,Freehold,HDB,2015,13,,-1,3,2,70.98,764
2347,7 Bed House on Sandy Island,35000.0, Sandy Island ,Lease_99,Good_Class_Bungalow,2011,4,,-1,7,7,681.63,7337
2348,1 Bed Condo in The Seawind,3500.0,76 Lor M Telok Kurau ,Freehold,Unknown,0,15,,-1,1,1,52.95,570
2349,3 Room HDB in 165 Stirling Road,3200.0,None,Lease_99,HDB,1970,0,,-1,2,1,63.17,680
2350,1 Bed Condo in Marina One Residences,5500.0,23 Marina Way ,Lease_99,Condominium,2018,1,Marina Bay,2,1,1,69.96,753
2351,2 Bed Condo in Lloyd Sixtyfive,9500.0,65 Lloyd Rd ,Freehold,Condominium,2017,9,Somerset,4,2,2,158.03,1701
2352,1 Bed Condo in Lotus at Paya Lebar (West Wing),4250.0,13 Lor 41 Geylang ,Freehold,Unknown,0,14,Paya Lebar,4,1,1,70.98,764
2353,4 Bed Condo in Ardmore Residence,21000.0,7 Ardmore Pk ,Freehold,Unknown,0,10,,-1,4,5,295.99,3186
2354,2 Bed House on Shamrock Park,5500.0, Namly Pl ,Freehold,Unknown,2008,10,,-1,2,1,120.77,1300
2355,1 Bed Condo in The Panorama,2800.0,16 Ang Mo Kio Ave 2 ,Lease_99,Condominium,2019,20,,-1,1,1,41.99,452
2356,4 Bed Condo in Casa Pasir Ris,6500.0,201 Jln Loyang Besar ,Unknown,Condominium,1997,17,,-1,4,4,207.82,2237
2357,2 Bed Condo in One Amber,5000.0,9 Amber Gdns ,Freehold,Condominium,2010,15,,-1,2,2,,958
2358,2 Bed Condo in Park Infinia @ Wee Nam,5500.0,6A Lincoln Rd ,Freehold,Unknown,0,11,,-1,2,2,90.02,969
2359,4 Bed Condo in Alba,14000.0,8 Cairnhill Rise ,Freehold,Condominium,2015,9,,-1,4,5,213.96,2303
2360,4 Bed Condo in Marina Bay Residences,60000.0,18 Marina Boulevard ,Lease_99,Condominium,2010,1,Downtown,4,4,5,369.01,3972
2361,2 Bed Condo in Citylights,4200.0,88 Jellicoe Rd ,Lease_99,Condominium,2007,8,Lavender,2,2,1,66.98,721
2362,3 Bed Condo in Thomson Euro-Asia,5200.0,150 Thomson Rd ,Freehold,Unknown,0,11,Novena,3,3,2,104.98,1130
2363,2 Bed Condo in Commonwealth Towers,4000.0,230 C'Wealth Ave ,Lease_99,Condominium,2019,3,Queenstown,1,2,2,64.01,689
2364,2 Bed Condo in Commonwealth Towers,4000.0,230 C'Wealth Ave ,Lease_99,Condominium,2019,3,Queenstown,1,2,2,64.01,689
2365,3 Bed Condo in Hillview Regency,3900.0,26 Bt Batok East Ave 2 ,Lease_99,Condominium,2005,23,,-1,3,2,90.02,969
2366,4 Bed Condo in Alba,14000.0,8 Cairnhill Rise ,Freehold,Unknown,0,9,,-1,4,5,213.96,2303
2367,4 Bed Condo in Ardmore Residence,37000.0,7 Ardmore Pk ,Freehold,Condominium,2013,10,,-1,4,5,295.9,3185
2368,1 Bed Condo in The Scotts Tower,5500.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,1,1,60.02,646
2369,2 Bed Condo in D'leedon,4700.0,13 Leedon Hts ,Lease_99,Condominium,2015,10,,-1,2,1,73.02,786
2370,1 Bed Condo in 18 Woodsville,3800.0,18 Woodsville Cl ,Freehold,Condominium,2015,13,Potong Pasir,3,1,2,79.99,861
2371,2 Bed Condo in Parc Vista,3800.0,450 Corporation Rd ,Lease_99,Condominium,1998,22,Lakeside,5,2,2,98.01,1055
2372,3 Bed Condo in Dormer Park,6000.0,51 Jervois Rd ,Freehold,Condominium,1993,10,,-1,3,3,113.99,1227
2373,4 Bed House on Duchess Garden,16000.0, Duchess Ave ,Lease_99,Unknown,1975,10,,-1,4,4,418.06,4500
2374,1 Bed Condo in OUE Twin Peaks,3800.0,33 Leonie Hill Rd ,Lease_99,Condominium,2015,9,,-1,1,1,,549
2375,3 Bed Condo in Queens Peak,5300.0,1 Dundee Rd ,Lease_99,Condominium,2020,3,Queenstown,1,3,2,78.97,850
2376,1 Bed Condo in Marina One Residences,4800.0,21 Marina Way ,Lease_99,Condominium,2018,1,Marina Bay,2,1,1,,775
2377,4 Bed Condo in Alba,14000.0,  ,Freehold,Condominium,2015,9,,-1,4,3,213.96,2303
2378,2 Bed Condo in Park Colonial,4100.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,2,62.99,678
2379,10 Bed House on Swiss Club Road,33000.0, Swiss Club Rd ,Unknown,Good_Class_Bungalow,0,11,,-1,10,9,882.58,9500
2380,1 Bed Condo in Scotts Square,5400.0,6 Scotts Rd ,Freehold,HDB,2010,9,Orchard,2,1,1,57.97,624
2381,3 Bed Condo in Miro,8000.0,1 Lincoln Rd ,Freehold,Condominium,2012,11,,-1,3,3,,1959
2382,1 Bed Condo in Stirling Residences,3300.0,21 Stirling Rd ,Lease_99,HDB,2022,3,,-1,1,1,40.97,441
2383,1 Bed Condo in The Suites @ Central,5500.0,57A Devonshire Rd ,Freehold,Condominium,2009,9,Somerset,3,1,1,61.04,657
2384,8 Bed House on Braddell Road,30000.0, Braddell Rd ,Unknown,Good_Class_Bungalow,0,13,,-1,8,8,743.22,8000
2385,3 Bed Condo in North Park Residences,5500.0,15 Yishun Ctrl 1 ,Lease_99,Condominium,2020,27,Yishun,3,3,2,103.03,1109
2386,4 Bed Condo in The Verandah Residences,9888.0,231 Pasir Panjang Rd ,Freehold,Condominium,2021,5,Haw Par Villa,6,4,4,201.97,2174
2387,1 Bed Condo in Lotus at Paya Lebar (East Wing),4340.0,11 Paya Lebar Rd ,Freehold,Condominium,2014,14,Paya Lebar,4,1,1,68.38,736
2388,3 Bed Condo in Central View,4500.0,50 Hougang St 11 ,Lease_99,Condominium,2005,19,,-1,3,3,113.06,1217
2389,5 Bed Condo in Marina Bay Residences,60000.0,18 Marina Boulevard ,Lease_99,Condominium,2010,1,Downtown,4,5,4,369.01,3972
2390,1 Bed Condo in The Suites @ Central,5500.0,57A Devonshire Rd ,Freehold,Unknown,0,9,Somerset,3,1,1,61.04,657
2391,5 Bed House on Eleven @ Holland,14000.0, Holland Link ,Lease_99,Cluster_House,2014,10,,-1,5,5,343.74,3700
2392,3 Bed Condo in Royal Palm Mansions,4500.0,330 Pasir Panjang Rd ,Freehold,Condominium,1998,5,,-1,3,2,115.01,1238
2393,4 Room HDB in 104 Woodlands Street 13,3500.0,None,Lease_99,HDB,1985,0,,-1,3,2,90.95,979
2394,2 Bed Condo in Parc Riviera,3600.0,101 West Coast Vale ,Lease_99,Unknown,0,5,,-1,2,2,60.02,646
2395,2 Bed Condo in Parc Sophia,3300.0,12 Adis Rd ,Freehold,Condominium,2013,9,Dhoby Ghaut,5,2,1,78.97,850
2396,5 Bed House on Bedok Ria,13500.0, Jln Nipah ,Freehold,Unknown,1993,16,,-1,5,6,517.47,5570
2397,3 Bed Condo in Newton 21,5300.0,21 Newton Rd ,Freehold,Condominium,2004,11,Newton,5,3,2,99.03,1066
2398,1 Bed Condo in The Seawind,3500.0,76 Lor M Telok Kurau ,Freehold,Condominium,2015,15,,-1,1,1,52.95,570
2399,2 Bed Condo in Twin VEW,4100.0,93 West Coast Vale ,Lease_99,Condominium,2021,5,,-1,2,2,65.96,710
2400,5 Bed House on Greenwood Mews,11000.0, Greenwood Ave ,Unknown,Cluster_House,2016,11,,-1,5,5,293.02,3154
2401,2 Bed Condo in Gilstead Two,5200.0,2 Gilstead Rd ,Freehold,Condominium,2014,11,Newton,3,2,2,83.98,904
2402,4 Bed Condo in Marina Bay Suites,16800.0,3 Ctrl Boulevard ,Lease_99,HDB,2013,1,Downtown,1,4,5,248.98,2680
2403,3 Bed Condo in Pollen & Bleu,6500.0,19 Farrer Dr ,Lease_99,Condominium,2018,10,Farrer Road,5,3,3,,1141
2404,3 Bed Condo in The Oceanfront @ Sentosa Cove,10500.0,281 Ocean Dr ,Lease_99,Condominium,2010,4,,-1,3,3,175.96,1894
2405,3 Bed Condo in Botannia,5500.0,29A West Coast Pk ,Unknown,Condominium,2009,5,,-1,3,3,117.99,1270
2406,2 Bed HDB in 271C Punggol Walk,3500.0,None,Lease_99,HDB,2014,0,Punggol,2,2,2,92.9,1000
2407,5 Bed House on Bedok Ria,13500.0, Jln Nipah ,Freehold,Unknown,1993,16,,-1,5,6,517.47,5570
2408,3 Bed Condo in Torieview Mansions,4200.0,8 Lor 29 Geylang ,Freehold,Unknown,0,14,Aljunied,5,3,2,124.03,1335
2409,4 Bed Condo in Eight Courtyards,5000.0,14 Canberra Dr ,Lease_99,Unknown,0,27,,-1,4,4,145.95,1571
2410,3 Bed Condo in Spottiswoode Park,4200.0,105 Spottiswoode Pk Rd ,Lease_99,HDB,1979,2,,-1,3,2,117.99,1270
2411,6 Bed House on Toh Estate,14500.0, Toh Hts ,Freehold,Good_Class_Bungalow,2013,17,,-1,6,7,712.57,7670
2412,4 Bed Condo in Hana,26000.0,8 Tomlinson Rd ,Lease_99,HDB,2013,10,,-1,4,4,328.04,3531
2413,6 Bed Condo in Townhouse Apartments,9800.0,139 Cavenagh Rd ,Lease_99,Condominium,1980,9,,-1,6,4,270.16,2908
2414,1 Bed Condo in Airstream,2800.0,26 St. Michael's Rd ,Freehold,Condominium,2013,12,,-1,1,1,47.01,506
2415,2 Bed House on Lotus at Paya Lebar (West Wing),5120.0, Lor 41 Geylang ,Freehold,Unknown,2014,14,Paya Lebar,4,2,2,75.99,818
2416,1 Bed Condo in Lotus at Paya Lebar (East Wing),3980.0,11 Paya Lebar Rd ,Freehold,Condominium,2014,14,Paya Lebar,4,1,1,39.02,420
2417,5 Bed House on Serangoon Park,12000.0, Jln Sukachita ,Freehold,Terraced_House,-1,13,,-1,5,3,353.03,3800
2418,3 Bed Condo in Altez,9700.0,16 Enggor St ,Lease_99,Unknown,0,2,Tanjong Pagar,3,3,4,,1507
2419,4 Bed Condo in Alba,14000.0,8 Cairnhill Rise ,Freehold,Unknown,0,9,,-1,4,5,213.96,2303
2420,2 Bed HDB in 28 Hoy Fatt Road,2100.0,None,Lease_99,HDB,1967,0,,-1,2,1,60.02,646
2421,4 Bed House on East Sussex Lane,18000.0, East Sussex Lane ,Unknown,Good_Class_Bungalow,0,10,,-1,4,3,418.06,4500
2422,1 Bed Condo in The Suites @ Central,5500.0,57A Devonshire Rd ,Freehold,Condominium,2009,9,Somerset,3,1,1,61.04,657
2423,3 Bed HDB in 470 Choa Chu Kang Avenue 3,3200.0,None,Unknown,HDB,1999,0,,-1,3,3,119.94,1291
2424,1 Bed Condo in Bijou,3750.0,2 Jln Mat Jambol ,Freehold,Unknown,0,5,Pasir Panjang,1,1,1,56.02,603
2425,2 Bed Condo in The Clift,6700.0,21 Mccallum St ,Lease_99,Unknown,0,1,Telok Ayer,4,2,2,99.96,1076
2426,3 Bed Condo in Kerrisdale,5000.0,32 Sturdee Rd ,Lease_99,Condominium,2005,8,Farrer Park,5,3,3,117.99,1270
2427,5 Bed Condo in Four Seasons Park,18500.0,8 Cuscaden Walk ,Freehold,Condominium,1994,10,Orchard,6,5,4,354.98,3821
2428,1 Bed Condo in Stirling Residences,3500.0,25 Stirling Rd ,Lease_99,HDB,2022,3,,-1,1,1,47.01,506
2429,1 Bed Condo in The Sail @ Marina Bay,3700.0,2 Marina Boulevard ,Lease_99,HDB,2008,1,Downtown,3,1,1,61.04,657
2430,4 Bed Condo in Horizon Residences,10000.0,41 Pasir Panjang Hill ,Freehold,Unknown,0,5,Haw Par Villa,3,4,3,,2734
2431,3 Bed Condo in Nassim Regency,12300.0,37 Nassim Rd ,Freehold,Unknown,0,10,,-1,3,2,188.04,2024
2432,8 Bed House on Beechwood Grove,16800.0, Beechwood Grove ,Unknown,Good_Class_Bungalow,0,25,,-1,8,5,760.23,8183
2433,5 Bed House on Frankel Estate,29999.0, Siglap Ave ,Freehold,Good_Class_Bungalow,2014,15,,-1,5,7,300.64,14000
2434,1 Bed Condo in The Sail @ Marina Bay,4500.0,6 Marina Boulevard ,Lease_99,Condominium,2008,1,Downtown,3,1,1,57.04,614
2435,1 Bed Condo in The Seawind,3400.0,70 Lor M Telok Kurau ,Freehold,Condominium,2015,15,,-1,1,,60.02,646
2436,7 Bed House on Beechwood Grove,14500.0, Beechwood Grove ,Unknown,Good_Class_Bungalow,0,25,,-1,7,9,548.13,5900
2437,3 Bed Condo in Grandeur 8,5000.0,2 Ang Mo Kio Ctrl 3 ,Lease_99,Condominium,2005,20,,-1,3,3,113.99,1227
2438,3 Bed Condo in Altez,9700.0,16 Enggor St ,Lease_99,Unknown,0,2,Tanjong Pagar,3,3,3,,1507
2439,3 Bed Condo in Trendale Tower,10000.0,79 Cairnhill Rd ,Freehold,Condominium,1984,9,Newton,5,3,3,297.85,3206
2440,Exec HDB in 161 Yung Ping Road,3200.0,None,Unknown,HDB,1997,0,,-1,3,3,145.95,1571
2441,1 Bed Condo in Alexandra Central,3500.0,323 Alexandra Rd ,Unknown,Condominium,0,3,,-1,1,1,23.97,258
2442,3 Bed Condo in Altez,9700.0,16 Enggor St ,Lease_99,Unknown,0,2,Tanjong Pagar,3,3,3,,1507
2443,3 Bed Condo in Ecoville,4500.0,10 Martaban Rd ,Freehold,Condominium,2008,12,,-1,3,3,,1184
2444,3 Bed Condo in Nassim Regency,12300.0,37 Nassim Rd ,Freehold,Unknown,0,10,,-1,3,4,188.04,2024
2445,4 Bed Condo in Leonie Condotel,16300.0,2 Leonie Hill Rd ,Freehold,Unknown,0,9,Somerset,8,4,5,451.6,4861
2446,2 Bed Condo in The Metz,6500.0,83 Devonshire Rd ,Freehold,Unknown,0,9,Somerset,2,2,2,111.48,1200
2447,3 Bed Condo in The Claymore,16000.0,25 Claymore Rd ,Freehold,Unknown,0,9,Orchard,6,3,4,248.98,2680
2448,3 Bed Condo in Nassim Regency,11200.0,37 Nassim Rd ,Freehold,Condominium,1978,10,,-1,3,,191.01,2056
2449,1 Bed Condo in The Club Residences,13000.0,1 The Knolls ,Lease_99,HDB,999,4,,-1,1,1,108.88,1172
2450,2 Bed Condo in The Club Residences,19000.0,1 The Knolls ,Lease_99,HDB,999,4,,-1,2,3,170.01,1830
2451,3 Bed Condo in The Club Residences,27000.0,1 The Knolls ,Lease_99,HDB,999,4,,-1,3,4,221.95,2389
2452,4 Bed Condo in Horizon Residences,10000.0,41 Pasir Panjang Hill ,Freehold,Condominium,2014,5,Haw Par Villa,3,4,4,252.6,2719
2453,3 Bed Condo in Nassim Regency,12300.0,37 Nassim Rd ,Freehold,Condominium,1978,10,,-1,3,3,188.04,2024
2454,2 Bed Condo in Lotus at Paya Lebar (East Wing),5270.0,11 Paya Lebar Rd ,Freehold,Condominium,2014,14,Paya Lebar,4,2,2,113.99,1227
2455,4 Room HDB in 630 Senja Road,2500.0,None,Unknown,HDB,2004,0,Senja,6,3,2,87.33,940
2456,5 Bed House on Clementi Park,15888.0, Sunset Way ,Freehold,Good_Class_Bungalow,1985,21,,-1,5,4,390.19,4200
2457,3 Room HDB in 421 Ang Mo Kio Avenue 10,2900.0,None,Lease_99,HDB,1979,0,,-1,3,2,83.61,900
2458,1 Bed Condo in Rezi 26,2300.0,5A Lor 26 Geylang ,Freehold,Unknown,0,14,Aljunied,6,1,1,40.04,431
2459,1 Bed Condo in Silverscape,2300.0,39 Lor 32 Geylang ,Freehold,Unknown,0,14,Dakota,6,1,1,43.01,463
2460,2 Bed Condo in Adam Green,3800.0,7 Adam Rd ,Lease_99,Condominium,2013,11,Botanic Gardens,5,2,2,130.06,1400
2461,3 Bed Condo in Altez,9350.0,16 Enggor St ,Lease_99,Condominium,2014,2,Tanjong Pagar,3,3,4,145.02,1561
2462,2 Bed Condo in Altez,7200.0,16 Enggor St ,Lease_99,Condominium,2014,2,Tanjong Pagar,3,2,2,103.03,1109
2463,2 Bed Condo in Altez,7900.0,16 Enggor St ,Lease_99,Condominium,2014,2,Tanjong Pagar,3,2,2,103.03,1109
2464,3 Bed Condo in Sanctuary Green,6300.0,181 Tg Rhu Rd ,Lease_99,Condominium,2004,15,,-1,3,3,129.97,1399
2465,1 Bed Condo in The Scotts Tower,5500.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,1,1,61.04,657
2466,1 Bed Condo in Duo Residences / Duo Tower,4800.0,1 Fraser St ,Lease_99,Unknown,0,7,Bugis,3,1,1,66.98,721
2467,2 Bed Condo in The Cathay Residences,4500.0,30 Mount Sophia ,Freehold,Unknown,0,9,Dhoby Ghaut,3,2,2,83.43,898
2468,Studio Condo in 24 Verdun Road,2250.0,24 Verdun Rd ,Freehold,Unknown,0,8,,-1,,1,27.87,300
2469,Studio Condo in The Sail @ Marina Bay,3200.0,6 Marina Boulevard ,Lease_99,Condominium,2008,1,Downtown,3,,1,27.87,300
2470,4 Bed Condo in Parkway View,7800.0,39 Marine Parade ,Freehold,Unknown,0,15,,-1,4,3,331.66,3570
2471,3 Bed House on Geylang Conservation Area,3900.0, Geylang Rd ,Freehold,Unknown,-1,14,Aljunied,5,3,3,120.77,1300
2472,3 Room HDB in 17 Marsiling Lane,3000.0,None,Lease_99,HDB,1984,0,,-1,2,1,65.03,700
2473,2 Bed Condo in The Clift,6700.0,21 Mccallum St ,Lease_99,Unknown,0,1,Telok Ayer,4,2,2,99.96,1076
2474,1 Bed Condo in The Scotts Tower,5500.0,38 Scotts Rd ,Unknown,Unknown,0,9,Newton,5,1,1,61.04,657
